RUN,BATCH_SIZE,LR,val_loss,val_accuracy,val_AUC,accuracy,NEURONS,AUC,loss,EPOCHS
15,512,0.00030000000000000003,0.4604704906377132,0.81599045,0.8121691,0.89371604,[512; 1024; 1024; 512],0.94114697,0.2524807025924278,550
15,512,0.00030000000000000003,0.45715121545768866,0.81599045,0.810172,0.89938533,[512; 1024; 1024; 512],0.9438264,0.2464476243998019,600
16,512,0.001,0.6269406315250442,0.7608592,0.532373,0.6843707,[512; 512; 512; 512],0.4890207,1.0811094327993678,0
16,512,0.001,0.4422369920268548,0.8016707,0.809238,0.80056095,[512; 512; 512; 512],0.7915992,0.4477572018156019,50
16,512,0.001,0.4179211456479776,0.82386637,0.81686515,0.8282509,[512; 512; 512; 512],0.8390157,0.3980058456577719,100
16,512,0.001,0.4173405964505416,0.8252983,0.815949,0.8424539,[512; 512; 512; 512],0.86596215,0.3671572528872433,150
16,512,0.001,0.4110528658853226,0.824105,0.82381743,0.85307634,[512; 512; 512; 512],0.8836858,0.34526769822655584,200
16,512,0.001,0.4056611652021476,0.8326969,0.8269885,0.8616698,[512; 512; 512; 512],0.898365,0.3253417528439672,250
16,512,0.001,0.4110025144988996,0.82959425,0.82530624,0.8669213,[512; 512; 512; 512],0.9077014,0.3142732297306365,300
16,512,0.001,0.40974390882296324,0.82696897,0.82497007,0.87163574,[512; 512; 512; 512],0.91490203,0.3008860676116588,350
16,512,0.001,0.4143706509350023,0.83245826,0.8262179,0.8795727,[512; 512; 512; 512],0.9227865,0.28835295602886446,400
16,512,0.001,0.4151435098101814,0.8374702,0.8266268,0.8813033,[512; 512; 512; 512],0.92113346,0.2883115219295882,450
16,512,0.001,0.4150328447824446,0.8329356,0.82132524,0.88082594,[512; 512; 512; 512],0.9256326,0.28083834675272235,500
16,512,0.001,0.42356335579068677,0.83365154,0.82108724,0.88762903,[512; 512; 512; 512],0.9319309,0.2697674728378217,550
16,512,0.001,0.4280635643261429,0.8307876,0.81921947,0.88989675,[512; 512; 512; 512],0.9317417,0.2691629651947025,600
17,512,0.003,3.869121739062034,0.7491647,0.5,0.74506176,[512; 512; 512; 512],0.49646693,3.7304609133888915,0
17,512,0.003,3.8691219404944373,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.732658950498681,50
17,512,0.003,3.8691218637907987,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.73265893329703,100
17,512,0.003,3.8691218653840496,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326589403256616,150
17,512,0.003,3.869121911360711,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326589288294385,200
17,512,0.003,3.869121952785228,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.732658947681537,250
17,512,0.003,3.8691219996723185,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.732658977119267,300
17,512,0.003,3.8691219689453415,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326589689523955,350
17,512,0.003,3.86912201105268,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326589569439643,400
17,512,0.003,3.86912186037669,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326590092176324,450
17,512,0.003,3.8691219696281633,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326590235309998,500
17,512,0.003,3.8691220392759775,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326589665336356,550
17,512,0.003,3.8691218264632123,0.7491647,0.5,0.7580116,[512; 512; 512; 512],0.5,3.7326589407667297,600
18,512,0.0001,0.5752584376881401,0.7532219,0.5025582,0.64277613,[512; 512; 512; 512],0.50011146,1.3766716744355245,0
18,512,0.0001,0.5966138376825465,0.7536993,0.7054099,0.75616163,[512; 512; 512; 512],0.65586734,0.5293116607507801,50
18,512,0.0001,0.5444346466895219,0.7816229,0.75357574,0.7719162,[512; 512; 512; 512],0.7295893,0.4920304855814752,100
18,512,0.0001,0.5028643885205071,0.79522675,0.7812608,0.7872531,[512; 512; 512; 512],0.7672501,0.4660198492943234,150
18,512,0.0001,0.4740550122283808,0.80143195,0.79387015,0.7997255,[512; 512; 512; 512],0.79051507,0.4469799106794901,200
18,512,0.0001,0.4548491000702387,0.8040573,0.80257267,0.80879635,[512; 512; 512; 512],0.8038734,0.43373359112948145,250
18,512,0.0001,0.44342991893217504,0.8076372,0.80785024,0.81816554,[512; 512; 512; 512],0.817143,0.41979456150802813,300
18,512,0.0001,0.43428649782849954,0.8138425,0.81226474,0.8225816,[512; 512; 512; 512],0.83040833,0.4074568860501828,350
18,512,0.0001,0.43065894024184326,0.81288785,0.8138159,0.829146,[512; 512; 512; 512],0.8407524,0.3956726353635308,400
18,512,0.0001,0.4232425091374746,0.81599045,0.8180375,0.8346363,[512; 512; 512; 512],0.8512856,0.3844619826022143,450
18,512,0.0001,0.42259172431608943,0.8157518,0.8192673,0.8375604,[512; 512; 512; 512],0.8590102,0.3754721384237837,500
18,512,0.0001,0.419849422894116,0.8202864,0.8205727,0.8434684,[512; 512; 512; 512],0.86370033,0.36921500876886487,550
18,512,0.0001,0.41735378462545625,0.82458234,0.8219697,0.85074896,[512; 512; 512; 512],0.87696725,0.350533459121034,600
19,512,0.00030000000000000003,0.6329172865303149,0.75799525,0.5588568,0.6610372,[512; 512; 512; 512],0.49784186,1.186301164142754,0
19,512,0.00030000000000000003,0.5103517184678581,0.78472555,0.780558,0.7872531,[512; 512; 512; 512],0.7586014,0.47326309929252874,50
19,512,0.00030000000000000003,0.45407514357339224,0.80954653,0.80454355,0.80802053,[512; 512; 512; 512],0.8024503,0.4365798052732263,100
19,512,0.00030000000000000003,0.43271472279097983,0.8171838,0.81399804,0.8212091,[512; 512; 512; 512],0.8360782,0.4044500368552183,150
19,512,0.00030000000000000003,0.42537910420456476,0.81646776,0.8185478,0.83368146,[512; 512; 512; 512],0.85312515,0.38184646229766156,200
19,512,0.00030000000000000003,0.4198600385667032,0.822673,0.81922674,0.8462135,[512; 512; 512; 512],0.87370974,0.35835566174665984,250
19,512,0.00030000000000000003,0.41912582513825136,0.82553697,0.8194285,0.85498595,[512; 512; 512; 512],0.889086,0.33727548433750193,300
19,512,0.00030000000000000003,0.4198709213506066,0.826253,0.8210026,0.86346006,[512; 512; 512; 512],0.89853805,0.3242319025543458,350
19,512,0.00030000000000000003,0.41983816898238974,0.8319809,0.8218377,0.8668019,[512; 512; 512; 512],0.909111,0.30879967003667697,400
19,512,0.00030000000000000003,0.42092077191518995,0.83412886,0.8210892,0.8760518,[512; 512; 512; 512],0.9113464,0.3032363236302613,450
19,512,0.00030000000000000003,0.42769274868088863,0.8343675,0.8214355,0.8796324,[512; 512; 512; 512],0.92091125,0.2883009970785717,500
19,512,0.00030000000000000003,0.43024726906938027,0.8365155,0.81721175,0.8839888,[512; 512; 512; 512],0.9244636,0.28112901639182847,550
19,512,0.00030000000000000003,0.42963510507046465,0.83460623,0.8186113,0.8860178,[512; 512; 512; 512],0.9265614,0.2775652653161371,600
