RUN,val_AUC,BATCH_SIZE,loss,EPOCHS,val_loss,accuracy,val_accuracy,AUC,LR,NEURONS
4,0.6850427,1024,0.551791773076031,400,0.6300331966973717,0.75466967,0.76300716,0.5928023,1e-05,[512; 512; 512; 512]
4,0.6925726,1024,0.5475126460542284,450,0.6254576883054291,0.7539536,0.76300716,0.6094004,1e-05,[512; 512; 512; 512]
4,0.7001816,1024,0.5426535239586463,500,0.6207823984662787,0.75359553,0.76372313,0.62335527,1e-05,[512; 512; 512; 512]
4,0.70731235,1024,0.5363834160761609,550,0.6145834425184209,0.75550514,0.7668258,0.64127755,1e-05,[512; 512; 512; 512]
4,0.71351886,1024,0.5329447813105767,600,0.609958474419851,0.7547294,0.7673031,0.64915663,1e-05,[512; 512; 512; 512]
4,0.7200925,1024,0.5262550685879097,650,0.6043027795584504,0.7572954,0.76825774,0.66644347,1e-05,[512; 512; 512; 512]
4,0.72581655,1024,0.5260335470310165,700,0.5991535908851533,0.7568777,0.77112174,0.666809,1e-05,[512; 512; 512; 512]
4,0.73243856,1024,0.5247286455887502,750,0.5932193765776823,0.758668,0.773747,0.66952765,1e-05,[512; 512; 512; 512]
4,0.7362407,1024,0.5197321836210104,800,0.5882522194652967,0.7594438,0.7770883,0.6810589,1e-05,[512; 512; 512; 512]
4,0.7397925,1024,0.5152630094924988,850,0.5836923825427854,0.7608164,0.7813842,0.6918901,1e-05,[512; 512; 512; 512]
4,0.743275,1024,0.514327248244608,900,0.5779260663826881,0.76320344,0.7840096,0.69272506,1e-05,[512; 512; 512; 512]
4,0.7470778,1024,0.5098310916301579,950,0.5723326206207275,0.7630841,0.78377086,0.7011172,1e-05,[512; 512; 512; 512]
4,0.75013804,1024,0.5059523613546674,1000,0.5684162822145267,0.76344216,0.7868735,0.70827794,1e-05,[512; 512; 512; 512]
5,0.5422087,1024,1.2730244784834077,0,0.5566324443691955,0.63788265,0.76157516,0.50234216,3.0000000000000004e-05,[512; 1024]
5,0.7006782,1024,0.5951010684391661,50,0.5799586257103804,0.72787493,0.7680191,0.5929235,3.0000000000000004e-05,[512; 1024]
5,0.73021734,1024,0.5345506576853777,100,0.5776994469626706,0.7552664,0.7708831,0.6542212,3.0000000000000004e-05,[512; 1024]
5,0.7432373,1024,0.5186875044833563,150,0.5473832481231781,0.7633228,0.776611,0.6801954,3.0000000000000004e-05,[512; 1024]
5,0.7560981,1024,0.5078832825556101,200,0.5287101354832296,0.7653518,0.78424823,0.7010989,3.0000000000000004e-05,[512; 1024]
5,0.767599,1024,0.4958183212351271,250,0.5133609578262366,0.76875335,0.79236275,0.7238513,3.0000000000000004e-05,[512; 1024]
5,0.7790841,1024,0.48512193470786036,300,0.5010966007635531,0.7753178,0.7909308,0.7425245,3.0000000000000004e-05,[512; 1024]
5,0.7870617,1024,0.47985083277729024,350,0.4865024700796405,0.7783016,0.7928401,0.7494075,3.0000000000000004e-05,[512; 1024]
5,0.79473174,1024,0.4707741478380571,400,0.47770363278775907,0.783016,0.79379475,0.7651188,3.0000000000000004e-05,[512; 1024]
5,0.7998068,1024,0.4684598633755276,450,0.4735200186617904,0.78737247,0.7990453,0.76505876,3.0000000000000004e-05,[512; 1024]
5,0.8035163,1024,0.46407772699980004,500,0.46251663079125216,0.78767085,0.8011933,0.77097875,3.0000000000000004e-05,[512; 1024]
5,0.80621314,1024,0.4588931061213189,550,0.45957634766232713,0.7949514,0.80429596,0.7768084,3.0000000000000004e-05,[512; 1024]
5,0.80809325,1024,0.4556808514168049,600,0.45221297783612635,0.79447395,0.8078759,0.780047,3.0000000000000004e-05,[512; 1024]
5,0.81051856,1024,0.45001014887649887,650,0.4472099148999535,0.7969207,0.8078759,0.78878736,3.0000000000000004e-05,[512; 1024]
5,0.8119874,1024,0.4478363430538446,700,0.4440472851505143,0.80181414,0.81408113,0.78977674,3.0000000000000004e-05,[512; 1024]
5,0.8124644,1024,0.4428882637950595,750,0.443832505218738,0.8017545,0.81288785,0.7971199,3.0000000000000004e-05,[512; 1024]
5,0.81390744,1024,0.43731961098172295,800,0.44210519188912784,0.8072447,0.81694514,0.80124414,3.0000000000000004e-05,[512; 1024]
5,0.816195,1024,0.43459906762743394,850,0.4377663123721439,0.81004953,0.81742245,0.8038251,3.0000000000000004e-05,[512; 1024]
5,0.8177784,1024,0.42821372317237716,900,0.43775321583759247,0.8122576,0.8195704,0.81112254,3.0000000000000004e-05,[512; 1024]
5,0.81880516,1024,0.42604237163330794,950,0.43410190800493825,0.8150027,0.821241,0.8133295,3.0000000000000004e-05,[512; 1024]
5,0.820397,1024,0.42420577091982054,1000,0.43424086650402277,0.8139882,0.82147974,0.8161175,3.0000000000000004e-05,[512; 1024]
6,0.4741794,1024,1.4485919864904613,0,0.8360024378806139,0.6286925,0.7618138,0.48628128,3.0000000000000004e-05,[1024; 1024]
6,0.7073403,1024,0.5668843628299217,50,0.5833746173216791,0.74464405,0.7673031,0.623673,3.0000000000000004e-05,[1024; 1024]
6,0.7273639,1024,0.5220799674821041,100,0.5753400983844565,0.7612341,0.7749403,0.6771653,3.0000000000000004e-05,[1024; 1024]
6,0.7442682,1024,0.5040360791533661,150,0.5379818487707926,0.7678582,0.7813842,0.7104718,3.0000000000000004e-05,[1024; 1024]
6,0.76049185,1024,0.49039903068454266,200,0.5163494647402752,0.7740049,0.7861575,0.7329345,3.0000000000000004e-05,[1024; 1024]
6,0.77496177,1024,0.48220038147226485,250,0.5004608743230596,0.78050965,0.78663486,0.74674565,3.0000000000000004e-05,[1024; 1024]
6,0.78634745,1024,0.4739127354469079,300,0.48541882493330923,0.78528374,0.7935561,0.75794035,3.0000000000000004e-05,[1024; 1024]
6,0.79427624,1024,0.4622481170535522,350,0.4735066777908717,0.79202724,0.7973747,0.77243173,3.0000000000000004e-05,[1024; 1024]
6,0.80029166,1024,0.45969757517738485,400,0.46654082576528655,0.79065466,0.8011933,0.7765588,3.0000000000000004e-05,[1024; 1024]
6,0.80463696,1024,0.45164897413123456,450,0.4580679064718806,0.7951304,0.80692124,0.7872233,3.0000000000000004e-05,[1024; 1024]
6,0.80739176,1024,0.4450961339709909,500,0.45065259247804884,0.80085933,0.81193316,0.79454833,3.0000000000000004e-05,[1024; 1024]
6,0.8101341,1024,0.4425238367836366,550,0.44897928067209614,0.8015755,0.8150358,0.7967031,3.0000000000000004e-05,[1024; 1024]
6,0.8117649,1024,0.4376222339433809,600,0.4460917572986539,0.8065286,0.8162291,0.80189407,3.0000000000000004e-05,[1024; 1024]
6,0.81347466,1024,0.4376923953205616,650,0.4426367878487116,0.8063496,0.8171838,0.8020114,3.0000000000000004e-05,[1024; 1024]
6,0.8149993,1024,0.4279263548398705,700,0.43910527102702557,0.8129737,0.81742245,0.8113615,3.0000000000000004e-05,[1024; 1024]
6,0.81660014,1024,0.42459943190554045,750,0.43843459558088627,0.8134511,0.8188544,0.8133361,3.0000000000000004e-05,[1024; 1024]
6,0.8181182,1024,0.4187441598513946,800,0.43851246793970006,0.816614,0.82004774,0.81996024,3.0000000000000004e-05,[1024; 1024]
6,0.8189979,1024,0.41111327684735915,850,0.43555802573452135,0.81828487,0.8221957,0.83015835,3.0000000000000004e-05,[1024; 1024]
6,0.82044196,1024,0.40823321991407296,900,0.4347294337425141,0.8215671,0.8229117,0.8308963,3.0000000000000004e-05,[1024; 1024]
6,0.8209139,1024,0.3987451873769935,950,0.4330665697061361,0.8265799,0.82147974,0.84045804,3.0000000000000004e-05,[1024; 1024]
6,0.82187825,1024,0.39735271022307983,1000,0.4318046185025736,0.82956374,0.82458234,0.84044814,3.0000000000000004e-05,[1024; 1024]
7,0.58025557,1024,1.228961633918834,0,0.5564434957959487,0.64731157,0.75059664,0.4970333,3.0000000000000004e-05,[512; 1024; 1024]
7,0.66273075,1024,0.5859665284615225,50,0.6157519901282463,0.73867637,0.7558473,0.5603511,3.0000000000000004e-05,[512; 1024; 1024]
7,0.701479,1024,0.5448569794674936,100,0.6063749823763718,0.7541326,0.75799525,0.62425184,3.0000000000000004e-05,[512; 1024; 1024]
7,0.7181932,1024,0.5248967757346401,150,0.586307718446545,0.7594438,0.7622912,0.66424114,3.0000000000000004e-05,[512; 1024; 1024]
7,0.7304408,1024,0.5087560003047243,200,0.5706127396915863,0.7655905,0.77016705,0.6955379,3.0000000000000004e-05,[512; 1024; 1024]
7,0.7420343,1024,0.49954283984605075,250,0.5542538061062305,0.77108073,0.77613366,0.71400654,3.0000000000000004e-05,[512; 1024; 1024]
7,0.754198,1024,0.4908982681162411,300,0.537515957600177,0.772513,0.7804296,0.7284321,3.0000000000000004e-05,[512; 1024; 1024]
7,0.7650675,1024,0.4840035602195156,350,0.5223809442116139,0.77889836,0.7835322,0.7405495,3.0000000000000004e-05,[512; 1024; 1024]
7,0.7760988,1024,0.47602526594113215,400,0.5089549318418298,0.78176284,0.7894988,0.75243694,3.0000000000000004e-05,[512; 1024; 1024]
7,0.78307664,1024,0.4627361131228759,450,0.4936129566024198,0.7888644,0.79069215,0.7693549,3.0000000000000004e-05,[512; 1024; 1024]
7,0.7886383,1024,0.45831133817128195,500,0.4872246713939885,0.7915498,0.7945107,0.77632684,3.0000000000000004e-05,[512; 1024; 1024]
7,0.79213804,1024,0.4560910549946074,550,0.48155787750758533,0.7927433,0.79785204,0.779206,3.0000000000000004e-05,[512; 1024; 1024]
7,0.79508454,1024,0.4516407071622835,600,0.47747545146999043,0.7951304,0.80429596,0.78504574,3.0000000000000004e-05,[512; 1024; 1024]
7,0.79777557,1024,0.4467676622742947,650,0.4728585948949782,0.8026496,0.8076372,0.78971237,3.0000000000000004e-05,[512; 1024; 1024]
7,0.7996872,1024,0.4403737878955235,700,0.46945019840909646,0.8058722,0.81193316,0.7967504,3.0000000000000004e-05,[512; 1024; 1024]
7,0.8017901,1024,0.4393946758750487,750,0.46552013493096345,0.80461895,0.81551313,0.798796,3.0000000000000004e-05,[512; 1024; 1024]
7,0.8033562,1024,0.4340486341703121,800,0.4621158411793037,0.80772215,0.8171838,0.80317754,3.0000000000000004e-05,[512; 1024; 1024]
7,0.8061142,1024,0.43225721598823974,850,0.4575974730574715,0.8076625,0.81789976,0.8051738,3.0000000000000004e-05,[512; 1024; 1024]
7,0.80691886,1024,0.43036199000895203,900,0.4565062278068151,0.8101092,0.8150358,0.80787367,3.0000000000000004e-05,[512; 1024; 1024]
7,0.8082824,1024,0.4240160874967722,950,0.45255626569499835,0.8144059,0.81336516,0.8137761,3.0000000000000004e-05,[512; 1024; 1024]
7,0.8097947,1024,0.41270340592008775,1000,0.44995174563016416,0.82085097,0.8116945,0.82589877,3.0000000000000004e-05,[512; 1024; 1024]
8,0.4807823,1024,1.0945145290336282,0,0.5744865313919176,0.6411649,0.7632458,0.4895766,3.0000000000000004e-05,[512; 1024; 2048]
8,0.6785757,1024,0.5762782081709974,50,0.594608304694046,0.74279404,0.7704057,0.5779654,3.0000000000000004e-05,[512; 1024; 2048]
8,0.7052268,1024,0.5430044276322913,100,0.5855369036692708,0.7521036,0.7754177,0.6352642,3.0000000000000004e-05,[512; 1024; 2048]
8,0.7212565,1024,0.5233053081024374,150,0.5688195796172203,0.7584293,0.78210026,0.6750453,3.0000000000000004e-05,[512; 1024; 2048]
8,0.73321646,1024,0.5127002964506657,200,0.5523386938190687,0.76362115,0.7868735,0.69436514,3.0000000000000004e-05,[512; 1024; 2048]
8,0.74396926,1024,0.49961950597269633,250,0.5352454251207429,0.76875335,0.78973746,0.7178506,3.0000000000000004e-05,[512; 1024; 2048]
8,0.7554373,1024,0.48819372878692424,300,0.526541526021707,0.7741839,0.7930788,0.739929,3.0000000000000004e-05,[512; 1024; 2048]
8,0.7663101,1024,0.48177617097545467,350,0.515169326829455,0.7819419,0.79522675,0.7460658,3.0000000000000004e-05,[512; 1024; 2048]
8,0.77655184,1024,0.4743256712807116,400,0.49983138490406026,0.78295636,0.800716,0.75813276,3.0000000000000004e-05,[512; 1024; 2048]
8,0.78467715,1024,0.4705235947588431,450,0.4907870306746772,0.78540313,0.80429596,0.7636437,3.0000000000000004e-05,[512; 1024; 2048]
8,0.79067034,1024,0.46060584993025794,500,0.4800319827826325,0.78958046,0.8090692,0.7765516,3.0000000000000004e-05,[512; 1024; 2048]
8,0.79518604,1024,0.4613934682495748,550,0.47407574169960115,0.79214656,0.8097852,0.7739536,3.0000000000000004e-05,[512; 1024; 2048]
8,0.7984725,1024,0.45235555256409726,600,0.4691030285665699,0.7990094,0.8097852,0.7857632,3.0000000000000004e-05,[512; 1024; 2048]
8,0.80183053,1024,0.4471478450801269,650,0.46205048279432237,0.7993674,0.81193316,0.7912423,3.0000000000000004e-05,[512; 1024; 2048]
8,0.80609155,1024,0.4448598044996523,700,0.45830348878031985,0.8002029,0.81551313,0.7947797,3.0000000000000004e-05,[512; 1024; 2048]
8,0.8072857,1024,0.4375399260665492,750,0.4535958416848877,0.80473834,0.8138425,0.80215013,3.0000000000000004e-05,[512; 1024; 2048]
8,0.80986965,1024,0.4324243196764844,800,0.44886246646503275,0.8085576,0.8152745,0.80745816,3.0000000000000004e-05,[512; 1024; 2048]
8,0.81182384,1024,0.4289915508730084,850,0.44326094694809015,0.81058663,0.8167064,0.81109023,3.0000000000000004e-05,[512; 1024; 2048]
8,0.8139574,1024,0.4232930101713474,900,0.44005096977252095,0.81488335,0.81646776,0.8160764,3.0000000000000004e-05,[512; 1024; 2048]
8,0.81539696,1024,0.4212858243383271,950,0.4364304392605238,0.81530106,0.8167064,0.81898326,3.0000000000000004e-05,[512; 1024; 2048]
8,0.8159373,1024,0.4170677123170355,1000,0.43414623317684364,0.81637526,0.8171838,0.82279587,3.0000000000000004e-05,[512; 1024; 2048]
9,0.43854126,1024,1.4342465067120365,0,0.8817817784152339,0.61049116,0.7501193,0.49605414,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.59336424,1024,0.6043602717003148,50,0.6396310468846688,0.73611027,0.7501193,0.511638,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.6347222,1024,0.5647132615311202,100,0.6339983351475299,0.75144714,0.7491647,0.5581579,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.6645162,1024,0.5421964445183568,150,0.6161368451425739,0.75586325,0.7522673,0.61632824,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.6864634,1024,0.5289655967879041,200,0.5990807249608643,0.75884706,0.75608593,0.6539237,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.70689255,1024,0.520947093496091,250,0.5874941690155885,0.762726,0.7577566,0.6729165,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.72084033,1024,0.5072153957236416,300,0.5740118660904058,0.76726145,0.76109785,0.7021426,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.7327689,1024,0.4999329387028291,350,0.561882887336121,0.77185655,0.7639618,0.71525186,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.74462134,1024,0.4884974962168081,400,0.5498277873298718,0.7781226,0.7673031,0.7339407,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.7564044,1024,0.4838853956367973,450,0.5388218549384707,0.7797935,0.77207637,0.7402344,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.7653633,1024,0.47389251624028994,500,0.5264972716783283,0.7846273,0.776611,0.75542784,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.7720059,1024,0.46684110001020346,550,0.5175702945144762,0.7882676,0.7840096,0.7665,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.77755016,1024,0.46128037041024833,600,0.5090802617744501,0.78969985,0.78782815,0.772683,3.0000000000000004e-05,[512; 512; 512; 512]
9,0.7817202,1024,0.45772561452806637,650,0.5039507284084767,0.7920869,0.7894988,0.77557003,3.0000000000000004e-05,[512; 512; 512; 512]
