mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.06960916519165,0.12427468250913706,0.022208452224731445,0.001140018863299501,friedman_mse,0.001,3,sqrt,1700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 1700}",-190.6824639765795,-100.96872401079268,-103.40340378360419,-130.97114127164963,-105.95522072829084,-126.43139681837964,33.92602436806591,649
5.192317295074463,0.19246326549004478,0.02733168601989746,0.0008420952395157604,friedman_mse,0.001,3,sqrt,2100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 2100}",-156.40649475153802,-90.78049015185987,-92.88738305447511,-118.11568489020574,-95.05661136055276,-110.6743915284239,24.92743741755639,525
6.150017166137696,0.1871472719296461,0.0314727783203125,0.0004978826314609354,friedman_mse,0.001,3,sqrt,2500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 2500}",-134.50883713916366,-84.6996644226679,-86.52758502091328,-110.14505931973895,-88.73647160046932,-100.94191633390857,19.15241274713742,477
7.45513129234314,0.4110411999534283,0.03726539611816406,0.001981410421237698,friedman_mse,0.001,3,sqrt,2900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 2900}",-121.53097254112092,-81.22153270163204,-82.14846212163282,-104.46897147709987,-84.3253155509175,-94.75372334379422,15.896186633108918,361
8.317399311065675,0.3973357668610195,0.04120469093322754,0.0008971961732281407,friedman_mse,0.001,3,sqrt,3300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 3300}",-114.53820756301636,-79.07588840166936,-79.34876101971166,-101.44812198151524,-82.1310734612147,-91.32113217057201,14.284586935035355,260
9.179620742797852,0.2279387093736013,0.045641613006591794,0.0009422800233360759,friedman_mse,0.001,3,sqrt,3700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 3700}",-107.6929674695269,-78.03520502690213,-77.54940584315327,-98.64558049354233,-81.21650745494003,-88.63837413067533,12.282342229454844,188
0.21437177658081055,0.016036176210569845,0.002587699890136719,7.316593457559941e-05,friedman_mse,0.001,3,log2,100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 100}",-742.5996585235587,-282.6805727948944,-269.4739436591193,-339.40401006631254,-329.24461803717645,-392.872192104661,177.10736464807331,720
0.8443047046661377,0.049017950479675616,0.00785841941833496,0.00018655284728453462,friedman_mse,0.001,3,log2,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 500}",-515.4839887247092,-202.81910694869583,-197.6478038222297,-249.7727458698024,-232.20879698373645,-279.71567658607506,119.58387122884568,700
1.563343095779419,0.10459018402262767,0.012454795837402343,0.0003788649739068028,friedman_mse,0.001,3,log2,900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 900}",-371.53215253688546,-156.30970436777525,-154.45059049617677,-194.3692534957289,-173.3431160762265,-210.08942516298265,82.09999782295101,684
2.230354833602905,0.16433380508211917,0.0171478271484375,0.0005864261048135512,friedman_mse,0.001,3,log2,1300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 1300}",-277.0958196825328,-126.41289420882977,-127.59741480626467,-159.79608897374308,-136.8026973181392,-165.60207546048932,57.09508011351188,677
2.9525146484375,0.12890416805275814,0.02200608253479004,0.0007388783314238568,friedman_mse,0.001,3,log2,1700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 1700}",-214.88575500478854,-108.2502130065271,-111.54433473119703,-138.3043189491592,-116.91236534622244,-138.0215147994722,39.88229650119246,659
3.5531755924224853,0.27031107712546126,0.030789995193481447,0.006099186516094981,friedman_mse,0.001,3,log2,2100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 2100}",-175.96325574655108,-97.22609438971479,-99.65071974641258,-124.21433263199793,-102.12675409660405,-119.86696901361658,29.691480839259828,628
4.134883308410645,0.29645625611410753,0.03186750411987305,0.0009398217248892457,friedman_mse,0.001,3,log2,2500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 2500}",-151.48456801924195,-89.98026634780328,-92.51413749256969,-114.92675731103101,-94.86370345649628,-108.77728777487741,23.137260058373315,511
5.102338981628418,0.30443841935107446,0.036618947982788086,0.001070925005657113,friedman_mse,0.001,3,log2,2900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 2900}",-133.78507144670053,-85.06947326606954,-88.1120146736135,-107.67108265996826,-90.00369161901621,-100.9462606020296,18.232852164630533,478
5.597422552108765,0.3907411113395549,0.0427588939666748,0.001136435290116369,friedman_mse,0.001,3,log2,3300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 3300}",-122.29843255380379,-82.88087622403107,-84.13044201534908,-103.96434253177948,-85.90636732539298,-95.85058410182579,15.303979842247912,408
6.160231494903565,0.342825972623738,0.047143173217773435,0.0017591072651971826,friedman_mse,0.001,3,log2,3700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 3700}",-115.12126742850926,-80.56090302086037,-82.36381608213006,-101.57398765009101,-84.5480674681575,-92.845814057824,13.437897642042515,295
7.08756537437439,0.04364044316172128,0.003160524368286133,0.0001148155557304501,friedman_mse,0.001,6,auto,100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 100}",-693.3839737614192,-264.0487509469767,-255.18389520955637,-320.03371469248674,-307.1945514865135,-368.1471891561605,164.69473532803767,709
35.61598749160767,0.7438728887308432,0.011531829833984375,0.00043812508052110615,friedman_mse,0.001,6,auto,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 500}",-388.06236657966673,-152.05351809936934,-158.3165984428935,-196.72729591142257,-172.7631628376483,-213.68014027902237,88.65156754173165,686
65.20138030052185,0.9115122892542828,0.019984054565429687,0.0009010493955440839,friedman_mse,0.001,6,auto,900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 900}",-236.2491438407629,-105.24155526421222,-114.175621985566,-140.58430185762063,-115.1958037773338,-142.34074200364,48.46868925770309,661
93.96428160667419,1.6101227100379125,0.029019880294799804,0.0014705559189658957,friedman_mse,0.001,6,auto,1300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 1300}",-160.79368590085159,-86.81224849147122,-93.34313199429809,-113.6009509052007,-90.01664801631804,-108.94174508399334,27.59276277329296,512
121.91748447418213,2.404381073899478,0.03737993240356445,0.003199838250318942,friedman_mse,0.001,6,auto,1700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 1700}",-127.62799000978804,-79.85856712045104,-84.82846508607375,-101.64236572886414,-80.6453534569505,-94.93846035147115,18.163037448835247,371
148.61885566711425,2.2175089986003127,0.045037460327148435,0.0016887408292389392,friedman_mse,0.001,6,auto,2100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 2100}",-112.46117400608907,-78.63114096307386,-80.87308220480585,-96.1732277246399,-77.10416227298015,-89.06137923966924,13.549457983055127,199
174.72116565704346,2.2328105895128636,0.052832174301147464,0.002268162300854155,friedman_mse,0.001,6,auto,2500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 2500}",-105.08966268200895,-78.7397096317199,-78.78523543863099,-94.02458970342825,-75.87212162637579,-86.51244311482576,11.27372434994855,130
205.26913018226622,2.7912162658817734,0.06234278678894043,0.002494613101084542,friedman_mse,0.001,6,auto,2900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 2900}",-101.34971099027213,-79.39718341344204,-77.64829218946512,-93.36156165604723,-75.45399764561627,-85.4508608776604,10.131419388604934,92
231.93448553085327,3.343344915145946,0.07113571166992187,0.0035422566222313824,friedman_mse,0.001,6,auto,3300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 3300}",-99.30186876904695,-80.47160575922918,-76.65252208632559,-92.58263004803759,-75.58085207396535,-84.9257730600382,9.394018031206294,64
257.6069262981415,4.168679546271991,0.08011918067932129,0.0022020820896998037,friedman_mse,0.001,6,auto,3700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 3700}",-98.3496467431839,-81.25213728361854,-75.9935376017346,-92.30557553609815,-75.70487598795707,-84.7286182077981,9.088896102350509,59
0.7518506050109863,0.022127424487739116,0.003941679000854492,7.506870870548009e-05,friedman_mse,0.001,6,sqrt,100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",-706.2068099260822,-273.05482479919135,-261.17304358396706,-327.9092893434399,-316.54712337789385,-377.15851863969647,166.66298504757486,717
3.476020574569702,0.09483317105909511,0.013576126098632813,0.0003774846540360425,friedman_mse,0.001,6,sqrt,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 500}",-419.69986431344677,-172.61919484316107,-173.9524185474533,-217.67260125917431,-196.88828354174413,-236.26698366847265,93.32365722205184,691
6.224744844436645,0.2933009157233864,0.023080968856811525,0.0005047855362458994,friedman_mse,0.001,6,sqrt,900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 900}",-273.7424964952996,-124.391307629957,-129.01836975264595,-161.50463175611685,-136.9067671896712,-165.1722051353463,55.845905199736166,676
8.686792039871216,0.4465601172942929,0.03228206634521484,0.0010008098077963657,friedman_mse,0.001,6,sqrt,1300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 1300}",-196.00822201879672,-100.10021932964214,-104.54115003677295,-131.35489224489416,-109.20127701856318,-128.27826443525905,35.573299339550026,651
11.578262853622437,0.6062838311189479,0.041406869888305664,0.0010052438906212578,friedman_mse,0.001,6,sqrt,1700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 1700}",-155.70728731346637,-87.79731002026139,-91.56695405789523,-114.811173361904,-93.80031620856127,-108.76233145590125,25.313138055556895,510
14.736215734481812,0.39231770340556377,0.05125107765197754,0.0012626722913992047,friedman_mse,0.001,6,sqrt,2100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 2100}",-132.88739484308627,-81.04401349281208,-84.78850031827272,-106.11798360528074,-86.71275951858611,-98.32906642597314,19.361037546606113,444
16.681765127182008,0.8020544720328822,0.059988784790039065,0.001504258582304621,friedman_mse,0.001,6,sqrt,2500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 2500}",-120.81349030610248,-78.20510191846923,-80.38615122265904,-101.23059439478664,-82.76217323619761,-92.6949096570945,16.279262373240524,291
19.35951957702637,1.4038652665823999,0.06791467666625976,0.0023249317217834647,friedman_mse,0.001,6,sqrt,2900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 2900}",-114.45634235677589,-77.13665205860447,-77.60195329983738,-97.91151807019315,-80.8526423906552,-89.60543856879566,14.586522242073796,213
22.84609990119934,0.6895713026759489,0.07741599082946778,0.0016742276267997524,friedman_mse,0.001,6,sqrt,3300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 3300}",-109.27011631366557,-75.78524513513473,-76.57764801884308,-95.94722084448577,-79.69307348127182,-87.46660788658544,13.142256577822494,153
24.0152334690094,1.3303680216490898,0.08684983253479003,0.0031957153187604148,friedman_mse,0.001,6,sqrt,3700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 3700}",-106.32214824558972,-75.5962895357768,-75.01985309838162,-95.15529107317965,-78.50775571390886,-86.13133099487457,12.508877708073506,121
0.4995605945587158,0.009168857349216564,0.003883171081542969,0.00017007889094578483,friedman_mse,0.001,6,log2,100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 100}",-713.8191059040164,-275.62423708499534,-263.26561678244065,-329.6769435270977,-318.87165197375026,-380.4341877219571,168.790876254888,718
2.260290288925171,0.11727475060498474,0.013545751571655273,0.0004925409327028891,friedman_mse,0.001,6,log2,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 500}",-442.0722761654713,-181.1840839636878,-180.70192428435305,-223.97565196816282,-204.63919075644066,-246.62172162189356,99.17813470964136,694
3.9097654819488525,0.198271945505861,0.023426389694213866,0.0014190939691191176,friedman_mse,0.001,6,log2,900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 900}",-295.28806430166134,-132.05111738941636,-134.80249961316838,-168.20596435677288,-145.4277595935342,-175.22087129365477,61.44817826159642,680
5.52992262840271,0.3084871355186366,0.031965780258178714,0.0009986689814785999,friedman_mse,0.001,6,log2,1300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 1300}",-214.11339652344273,-106.0836850367744,-110.52307556457431,-136.89991875500988,-115.84063305292092,-136.7345411593467,40.15612565915521,657
7.642171478271484,0.4739895028585305,0.04261627197265625,0.0024364567276864845,friedman_mse,0.001,6,log2,1700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 1700}",-169.31127695347237,-92.2060814760116,-97.11952684404552,-119.1713006010942,-100.02298841447784,-115.59566806816844,28.40702364041132,569
8.588024806976318,0.30081897653884876,0.05225677490234375,0.001863978410924733,friedman_mse,0.001,6,log2,2100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 2100}",-145.61990884737705,-84.98662605389606,-89.09100703219825,-109.93065718442888,-90.36092151365219,-104.0206182581402,22.54130439282106,491
11.112852478027344,0.5541691597852337,0.05910038948059082,0.0013882913928694376,friedman_mse,0.001,6,log2,2500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 2500}",-129.9831549790348,-81.22606260916015,-84.20727498098941,-103.48582497614858,-86.9937053731337,-97.19716950723952,18.1352488502532,431
12.225636625289917,0.8795464022006935,0.0683131217956543,0.0018591440278259747,friedman_mse,0.001,6,log2,2900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 2900}",-121.48449417881729,-79.3476688618277,-81.06614636058342,-99.93605188134987,-84.53301929378483,-93.28892574181344,15.881324210148321,305
13.275603485107421,0.3742528532517018,0.07832012176513672,0.0016899319627515588,friedman_mse,0.001,6,log2,3300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 3300}",-115.71954448451628,-77.31201608677131,-79.52574690972197,-97.90667005102489,-83.02874602401782,-90.7122473397829,14.436115656878629,246
15.929980039596558,0.6755744798023129,0.09364490509033203,0.0018212442816629936,friedman_mse,0.001,6,log2,3700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 3700}",-111.68822971441145,-77.07725177604365,-77.76407745749,-96.8663061262057,-82.01506640991401,-89.09456638630779,13.376823418269593,202
14.325311374664306,0.3203853252293926,0.004897594451904297,0.0003466897018276542,friedman_mse,0.001,9,auto,100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 100}",-692.0929960143997,-263.3618815039007,-255.0549474872978,-321.0362395729319,-309.82077332156484,-368.4507058212207,164.03989688182855,711
74.84636335372925,1.8325316199918629,0.019292211532592772,0.001180420055708069,friedman_mse,0.001,9,auto,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 500}",-392.2838560683639,-153.68514648481525,-163.35921157548017,-198.547818888832,-181.766429398083,-218.02397734816702,88.60005279543583,687
138.43315496444703,1.8958197482011983,0.03389754295349121,0.0015660577505575734,friedman_mse,0.001,9,auto,900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 900}",-253.99591462420804,-108.5949845757532,-121.53475917681641,-141.45290069062577,-126.82797673588703,-150.537996430901,52.858903981129494,666
204.13971104621888,4.360884925642613,0.050081062316894534,0.0021392174809939128,friedman_mse,0.001,9,auto,1300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 1300}",-191.52144026369464,-92.19866245896647,-101.99651202423262,-115.16883003493427,-103.64701519030383,-120.94516392666584,36.08073030662792,637
271.9583523273468,4.155323606541361,0.06654124259948731,0.0025730351432286455,friedman_mse,0.001,9,auto,1700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 1700}",-161.48926833768036,-87.0581774000717,-92.91234318275097,-102.55070185849128,-94.07051830192731,-107.64570513848525,27.40867361912995,500
347.4586542606354,5.394379803542778,0.08215851783752441,0.0034972970937492366,friedman_mse,0.001,9,auto,2100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 2100}",-144.21912813275412,-85.66376830758095,-87.47557925989233,-97.0972200050609,-90.56378646537574,-101.02756304513973,21.972438406142224,480
410.5654800415039,7.1925890077380314,0.09871425628662109,0.005132754434053639,friedman_mse,0.001,9,auto,2500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 2500}",-135.52432843175805,-85.63447613165269,-83.92717137491113,-94.20918650857419,-89.04965046045685,-97.68969388806987,19.26584568307411,438
486.9889527797699,6.752004248495896,0.11611080169677734,0.004379392930236319,friedman_mse,0.001,9,auto,2900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 2900}",-131.887027718231,-86.4945955226528,-82.8780097651831,-93.0928318914459,-89.04613710641601,-96.69900151103629,17.930026400515807,424
568.2386312961578,5.97585739902554,0.132169771194458,0.005192559990780004,friedman_mse,0.001,9,auto,3300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 3300}",-128.31057823997548,-87.12672461627206,-81.8000883127682,-92.30194603595137,-89.14891248529445,-95.75548834347506,16.65388973504304,405
649.4392461776733,12.634343295246776,0.1568685531616211,0.003630306001622516,friedman_mse,0.001,9,auto,3700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'auto', 'n_estimators': 3700}",-126.60301610088085,-87.90675291348688,-81.72099969751963,-92.17020889421421,-88.90569202435273,-95.47838851654804,15.946408098993402,396
1.583616590499878,0.05204233124335844,0.006157302856445312,0.00013391677647102193,friedman_mse,0.001,9,sqrt,100,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 100}",-699.4226574635936,-270.64773707734446,-259.5069101614264,-325.17609770500724,-313.72489845557925,-373.8740429750497,164.8773509791127,714
7.737208461761474,0.20407531282844846,0.023659896850585938,0.0007121178045429214,friedman_mse,0.001,9,sqrt,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 500}",-408.47484703085144,-168.7426934560349,-169.48604722998516,-212.47528274233184,-190.26463768566842,-229.9865034610674,90.79467468945522,690
13.703594589233399,0.3867018212264,0.042531824111938475,0.001851392820082474,friedman_mse,0.001,9,sqrt,900,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 900}",-263.8616083200753,-119.2651668988707,-126.20584214969597,-156.51652010186336,-133.53907743099796,-159.9345892920968,53.521220330581166,673
20.231902265548705,0.5727022016885214,0.05865144729614258,0.0012640466144670998,friedman_mse,0.001,9,sqrt,1300,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 1300}",-191.01532310918395,-97.00740454353863,-103.68314114703834,-128.13936446235303,-106.38619999884266,-125.28230474444597,34.52715138424615,647
25.778111219406128,0.7621637148821706,0.0758692741394043,0.0013389951257435178,friedman_mse,0.001,9,sqrt,1700,"{'criterion': 'friedman_mse', 'learning_rate': 0.001, 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 1700}",-153.53100986423448,-86.42774999549181,-91.11164155394685,-113.3373746851861,-93.50309772650482,-107.60733842065832,24.7609684664609,499
