mean_fit_time,mean_score_time,mean_test_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
1.2063256740570067,0.23296446800231935,-77.07626786686151,64,0.0001,rbf,"{'C': 64, 'gamma': 0.0001, 'kernel': 'rbf'}",10,-86.66840729150847,-70.10629513835069,-68.83678423132355,-91.08784847874892,-68.65572436033575,0.2581397071440812,0.060614274017003957,9.753974734247079
0.9248373508453369,0.18319172859191896,-76.10369660835308,64,1e-05,rbf,"{'C': 64, 'gamma': 1e-05, 'kernel': 'rbf'}",4,-84.6839686765979,-68.62211753690599,-68.55357773435304,-90.12968645681183,-68.50562504238906,0.024846460799990252,0.0010548533199870396,9.391682698052549
1.3251665592193604,0.3043681144714355,-82.52281455042116,64,1e-06,rbf,"{'C': 64, 'gamma': 1e-06, 'kernel': 'rbf'}",19,-96.02194203610723,-69.96957630776726,-72.79025159434894,-94.13960494707416,-79.65571395588852,0.06110931650983073,0.029827633362851925,10.75068091530843
1.316523551940918,0.3064138412475586,-175.0019289562998,64,1e-07,rbf,"{'C': 64, 'gamma': 1e-07, 'kernel': 'rbf'}",45,-348.1338320605168,-115.90496918825131,-123.58350685745991,-152.5978734849473,-134.31512920921608,0.06242441144402695,0.01664993616192196,87.5550546179677
1.2855566024780274,0.28400144577026365,-392.25067381477623,64,1e-08,rbf,"{'C': 64, 'gamma': 1e-08, 'kernel': 'rbf'}",65,-820.083744583247,-272.930535884578,-253.77934584569434,-314.8225907824902,-298.46500657850606,0.012187445382793581,0.008063891795506603,215.229258396779
1.352448081970215,0.2824193000793457,-427.90910293221725,64,1e-09,rbf,"{'C': 64, 'gamma': 1e-09, 'kernel': 'rbf'}",74,-891.4701988233463,-301.6837792193024,-276.4954120625552,-342.4932787913649,-326.1328153648155,0.06346998570796039,0.019045249911060415,233.17027499389053
1.6251245021820069,0.2592457294464111,-140.27625014740357,128,auto,rbf,"{'C': 128, 'gamma': 'auto', 'kernel': 'rbf'}",39,-266.94917754735474,-101.71846230045033,-85.6422304379373,-122.5412879910293,-124.18304334408185,0.02180258168566066,0.0022380173572630656,64.99771847512001
1.7736156940460206,0.31678204536437987,-430.1888363236817,128,0.1,rbf,"{'C': 128, 'gamma': 0.1, 'kernel': 'rbf'}",78,-814.1403251418698,-310.6365884573746,-293.88825997049526,-368.8121766125196,-362.4149095489763,0.05006855916604174,0.0228814132320048,194.39654577131373
1.6202794551849364,0.31312971115112304,-215.45293497627463,128,0.01,rbf,"{'C': 128, 'gamma': 0.01, 'kernel': 'rbf'}",48,-468.0602563541296,-130.42619813594098,-119.86051657817181,-166.56162562723708,-191.6640033328036,0.24226876924082377,0.0647093164183631,129.04525411325253
1.966819953918457,0.18800730705261232,-91.31727131011283,128,0.001,rbf,"{'C': 128, 'gamma': 0.001, 'kernel': 'rbf'}",28,-119.18650455179682,-85.17239208119345,-75.50850511407329,-98.9900259949677,-77.65257474485715,0.011857084015148208,0.0013628885165392615,16.194908181023425
1.2479377269744873,0.2251893997192383,-77.69257903886931,128,0.0001,rbf,"{'C': 128, 'gamma': 0.0001, 'kernel': 'rbf'}",11,-88.51349014497264,-70.54530361218397,-68.85103046689049,-91.56592969234588,-68.95749494615603,0.21314950299190477,0.04967138263971336,10.150455343225264
1.3782786846160888,0.2918454647064209,-76.00273244615491,128,1e-05,rbf,"{'C': 128, 'gamma': 1e-05, 'kernel': 'rbf'}",1,-84.37646958971897,-68.91291089444043,-68.49573580690671,-89.84451825982282,-68.36108593428686,0.02516957544275438,0.01035930511354548,9.237836806033275
