model,mean,min,max
RF,78.59034803942811,61.044520865753434,96.03475717260275
SVR_POLY,95.24473538472844,85.31048065293307,107.79179715432497
SVR_RBF,75.93617725384057,65.90640711754848,87.36140765841382
GB,130.16688124225044,110.27272196988315,147.23811588444494
