mean_fit_time,mean_score_time,mean_test_score,param_C,param_degree,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
1659.9884516239167,0.158978271484375,-387.3743533993612,16,4,0.001,poly,"{'degree': 4, 'kernel': 'poly', 'C': 16, 'gamma': 0.001}",43,-821.7981182051944,-256.94823104935017,-206.56706922947228,-270.9708166505932,-379.39732976683763,107.52003826956222,0.007992589474213318,224.68574130039943
7.8755348205566404,0.1631448745727539,-143.32634379517768,16,4,0.0001,poly,"{'degree': 4, 'kernel': 'poly', 'C': 16, 'gamma': 0.0001}",11,-271.7729930144978,-102.53283491200334,-101.54368537712138,-129.16229814049117,-111.26799890377647,1.2969307382106048,0.0007791142180251381,65.06981103048294
1402.7630817890167,0.16473050117492677,-704.5452137857437,16,5,auto,poly,"{'degree': 5, 'kernel': 'poly', 'C': 16, 'gamma': 'auto'}",53,-1770.9678620920965,-437.9823054905405,-295.9181723182685,-424.8925689494387,-590.0434541926028,68.23706520497768,0.0012925664294997441,542.0177580750485
1405.2315992832184,0.15981507301330566,-706.4133827299717,16,5,0.1,poly,"{'degree': 5, 'kernel': 'poly', 'C': 16, 'gamma': 0.1}",61,-1782.6940614726939,-438.11428729948295,-295.5203219423444,-424.29102618950014,-588.4985025575006,101.18919914924375,0.008431858439991453,546.817884428296
1394.0004910945893,0.15501046180725098,-703.5592659981446,16,5,0.01,poly,"{'degree': 5, 'kernel': 'poly', 'C': 16, 'gamma': 0.01}",49,-1774.4702085623287,-435.06018736606154,-295.7365854077534,-427.88776692761513,-581.7075791445961,159.67601184610515,0.010486687290713927,543.771257704706
1342.7335628032683,0.1451406478881836,-704.7768482947972,16,5,0.001,poly,"{'degree': 5, 'kernel': 'poly', 'C': 16, 'gamma': 0.001}",57,-1775.587085561062,-436.3739702942178,-294.4431811398826,-425.64657821538793,-588.899699585994,73.6823643371158,0.0035571847427996934,544.1910914577281
42.07583951950073,0.16457390785217285,-214.33327327208443,16,5,0.0001,poly,"{'degree': 5, 'kernel': 'poly', 'C': 16, 'gamma': 0.0001}",16,-479.83640789497156,-146.02299554910857,-121.77349789792704,-152.35082618280896,-170.95523298732402,6.945970562332356,0.000435175473286233,133.86040126894696
1211.0717819690703,0.14183616638183594,-1564.2160549960229,16,6,auto,poly,"{'degree': 6, 'kernel': 'poly', 'C': 16, 'gamma': 'auto'}",65,-4532.533379531082,-942.2838341072329,-488.29189212315396,-787.963442568192,-1061.8753504188512,59.319792105439184,0.0016043904545370881,1498.5474003604204
1103.3854545593263,0.140952205657959,-1573.6331703744675,16,6,0.1,poly,"{'degree': 6, 'kernel': 'poly', 'C': 16, 'gamma': 0.1}",77,-4561.585928781487,-953.1686702414197,-488.8121097919606,-789.8406840176528,-1066.5722870989753,74.00669104686145,0.0013367931586631154,1508.5980681928095
1077.7049204349519,0.141469144821167,-1567.9190982053967,16,6,0.01,poly,"{'degree': 6, 'kernel': 'poly', 'C': 16, 'gamma': 0.01}",69,-4544.8703330379485,-943.0870858591833,-487.5663855729726,-791.5477041672802,-1064.3679516092361,99.60187490652784,0.0020512198017141915,1502.9453397204654
1072.320750284195,0.1397463321685791,-1568.236098367029,16,6,0.001,poly,"{'degree': 6, 'kernel': 'poly', 'C': 16, 'gamma': 0.001}",73,-4537.354965792166,-948.1680720496399,-486.89776572357323,-789.3038914637458,-1071.3212245664977,75.60491652002317,0.0029495820767390384,1499.4063210151835
176.49906730651855,0.15919828414916992,-380.7678386704627,16,6,0.0001,poly,"{'degree': 6, 'kernel': 'poly', 'C': 16, 'gamma': 0.0001}",34,-924.0853671660018,-257.762317980493,-152.08022531999976,-226.74893163972308,-341.67381007213567,34.99068880636146,0.003712321902148543,278.7358524885179
